n101gh_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2435
n112op_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0525, Longitude: -118.2434
n112op_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0527, Longitude: -118.2432
n112op_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0529, Longitude: -118.2428
n112op_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0533, Longitude: -118.2424
n112op_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0535, Longitude: -118.2419
n112op_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0536, Longitude: -118.2415
n112op_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0539, Longitude: -118.2410
n112op_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0543, Longitude: -118.2408
n112op_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0548, Longitude: -118.2403
n112op_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0551, Longitude: -118.2399
n112op_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0554, Longitude: -118.2396
n112op_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0558, Longitude: -118.2393
n112op_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0560, Longitude: -118.2389
n112op_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0565, Longitude: -118.2385
n112op_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0568, Longitude: -118.2380
n112op_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0571, Longitude: -118.2376
n112op_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0573, Longitude: -118.2372
n112op_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0576, Longitude: -118.2371
n112op_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0580, Longitude: -118.2368
n112op_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0582, Longitude: -118.2365
n112op_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0583, Longitude: -118.2360
n112op_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0585, Longitude: -118.2358
n112op_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0588, Longitude: -118.2356
n112op_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0591, Longitude: -118.2354
n112op_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0593, Longitude: -118.2350
n112op_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0596, Longitude: -118.2348
n112op_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0598, Longitude: -118.2347
n112op_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0603, Longitude: -118.2345
n112op_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0606, Longitude: -118.2341
n112op_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0610, Longitude: -118.2338
n112op_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0608, Longitude: -118.2340
n112op_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0604, Longitude: -118.2342
n112op_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0600, Longitude: -118.2344
n112op_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0598, Longitude: -118.2347
n112op_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0595, Longitude: -118.2349
n123ab_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2434
n123ab_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2430
n123ab_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0532, Longitude: -118.2426
n123ab_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0536, Longitude: -118.2425
n123ab_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0538, Longitude: -118.2421
n123ab_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0541, Longitude: -118.2416
n123ab_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0543, Longitude: -118.2414
n123ab_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0547, Longitude: -118.2410
n123ab_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0550, Longitude: -118.2407
n123ab_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0554, Longitude: -118.2405
n123ab_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0555, Longitude: -118.2400
n123ab_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0558, Longitude: -118.2399
n123ab_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0559, Longitude: -118.2395
n123ab_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0563, Longitude: -118.2391
n123ab_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0564, Longitude: -118.2390
n123ab_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0568, Longitude: -118.2389
n123ab_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0570, Longitude: -118.2387
n123ab_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0575, Longitude: -118.2383
n123ab_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0577, Longitude: -118.2378
n123ab_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0581, Longitude: -118.2377
n123ab_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0584, Longitude: -118.2375
n123ab_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0588, Longitude: -118.2371
n123ab_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0592, Longitude: -118.2368
n123ab_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0597, Longitude: -118.2364
n123ab_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0600, Longitude: -118.2360
n123ab_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0601, Longitude: -118.2356
n123ab_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0605, Longitude: -118.2354
n123ab_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0609, Longitude: -118.2349
n123ab_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0610, Longitude: -118.2346
n123ab_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0614, Longitude: -118.2342
n123ab_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0609, Longitude: -118.2346
n123ab_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0607, Longitude: -118.2349
n123ab_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0604, Longitude: -118.2350
n123ab_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0600, Longitude: -118.2355
n123ab_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0595, Longitude: -118.2359
n223wx_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0525, Longitude: -118.2436
n223wx_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2431
n223wx_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0532, Longitude: -118.2428
n223wx_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0535, Longitude: -118.2423
n223wx_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0538, Longitude: -118.2420
n223wx_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0541, Longitude: -118.2416
n223wx_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0546, Longitude: -118.2413
n223wx_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0548, Longitude: -118.2409
n223wx_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0549, Longitude: -118.2404
n223wx_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0554, Longitude: -118.2401
n223wx_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0556, Longitude: -118.2399
n223wx_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0558, Longitude: -118.2398
n223wx_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0560, Longitude: -118.2393
n223wx_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0563, Longitude: -118.2389
n223wx_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0565, Longitude: -118.2387
n223wx_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0567, Longitude: -118.2383
n223wx_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0569, Longitude: -118.2381
n223wx_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0574, Longitude: -118.2376
n223wx_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0577, Longitude: -118.2373
n223wx_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0581, Longitude: -118.2370
n223wx_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0585, Longitude: -118.2368
n223wx_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0588, Longitude: -118.2366
n223wx_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0591, Longitude: -118.2365
n223wx_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0594, Longitude: -118.2361
n223wx_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0596, Longitude: -118.2357
n223wx_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0597, Longitude: -118.2353
n223wx_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0602, Longitude: -118.2352
n223wx_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0605, Longitude: -118.2349
n223wx_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0609, Longitude: -118.2347
n223wx_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0611, Longitude: -118.2344
n223wx_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0607, Longitude: -118.2347
n223wx_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0604, Longitude: -118.2351
n223wx_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0602, Longitude: -118.2353
n223wx_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0598, Longitude: -118.2354
n223wx_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0593, Longitude: -118.2357
n234ij_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0527, Longitude: -118.2432
n234ij_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2430
n234ij_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0530, Longitude: -118.2428
n234ij_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0534, Longitude: -118.2425
n234ij_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0537, Longitude: -118.2421
n234ij_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0540, Longitude: -118.2417
n234ij_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0544, Longitude: -118.2415
n234ij_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0546, Longitude: -118.2412
n234ij_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0551, Longitude: -118.2407
n234ij_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0553, Longitude: -118.2405
n234ij_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0555, Longitude: -118.2404
n234ij_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0556, Longitude: -118.2399
n234ij_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0558, Longitude: -118.2397
n234ij_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0560, Longitude: -118.2392
n234ij_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0564, Longitude: -118.2389
n234ij_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0566, Longitude: -118.2387
n234ij_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0571, Longitude: -118.2385
n234ij_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0572, Longitude: -118.2382
n234ij_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0574, Longitude: -118.2378
n234ij_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0577, Longitude: -118.2374
n234ij_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0582, Longitude: -118.2370
n234ij_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0583, Longitude: -118.2369
n234ij_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0588, Longitude: -118.2364
n234ij_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0589, Longitude: -118.2361
n234ij_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0592, Longitude: -118.2356
n234ij_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0595, Longitude: -118.2351
n234ij_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0598, Longitude: -118.2349
n234ij_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0603, Longitude: -118.2347
n234ij_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0607, Longitude: -118.2343
n234ij_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0610, Longitude: -118.2339
n234ij_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0609, Longitude: -118.2344
n234ij_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0607, Longitude: -118.2345
n234ij_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0605, Longitude: -118.2346
n234ij_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0604, Longitude: -118.2350
n234ij_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0599, Longitude: -118.2355
n456cd_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2434
n456cd_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2433
n456cd_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0532, Longitude: -118.2430
n456cd_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0537, Longitude: -118.2427
n456cd_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0538, Longitude: -118.2426
n456cd_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0540, Longitude: -118.2421
n456cd_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0544, Longitude: -118.2419
n456cd_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0548, Longitude: -118.2417
n456cd_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0551, Longitude: -118.2413
n456cd_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0555, Longitude: -118.2411
n456cd_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0558, Longitude: -118.2408
n456cd_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0561, Longitude: -118.2404
n456cd_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0563, Longitude: -118.2402
n456cd_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0567, Longitude: -118.2400
n456cd_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0569, Longitude: -118.2398
n456cd_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0571, Longitude: -118.2394
n456cd_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0572, Longitude: -118.2391
n456cd_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0574, Longitude: -118.2388
n456cd_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0576, Longitude: -118.2385
n456cd_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0581, Longitude: -118.2383
n456cd_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0584, Longitude: -118.2380
n456cd_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0586, Longitude: -118.2377
n456cd_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0591, Longitude: -118.2372
n456cd_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0594, Longitude: -118.2369
n456cd_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0598, Longitude: -118.2367
n456cd_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0603, Longitude: -118.2362
n456cd_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0605, Longitude: -118.2359
n456cd_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0609, Longitude: -118.2356
n456cd_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0614, Longitude: -118.2351
n456cd_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0617, Longitude: -118.2348
n456cd_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0614, Longitude: -118.2350
n456cd_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0610, Longitude: -118.2353
n456cd_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0607, Longitude: -118.2358
n456cd_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0606, Longitude: -118.2360
n456cd_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0603, Longitude: -118.2362
n567kl_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0527, Longitude: -118.2436
n567kl_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0529, Longitude: -118.2433
n567kl_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0533, Longitude: -118.2431
n567kl_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0537, Longitude: -118.2426
n567kl_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0541, Longitude: -118.2424
n567kl_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0545, Longitude: -118.2422
n567kl_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0549, Longitude: -118.2418
n567kl_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0553, Longitude: -118.2414
n567kl_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0556, Longitude: -118.2412
n567kl_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0558, Longitude: -118.2409
n567kl_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0560, Longitude: -118.2406
n567kl_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0563, Longitude: -118.2403
n567kl_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0567, Longitude: -118.2400
n567kl_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0571, Longitude: -118.2396
n567kl_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0573, Longitude: -118.2392
n567kl_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0574, Longitude: -118.2389
n567kl_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0578, Longitude: -118.2386
n567kl_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0582, Longitude: -118.2382
n567kl_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0586, Longitude: -118.2378
n567kl_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0588, Longitude: -118.2376
n567kl_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0589, Longitude: -118.2372
n567kl_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0591, Longitude: -118.2368
n567kl_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0594, Longitude: -118.2365
n567kl_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0595, Longitude: -118.2364
n567kl_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0596, Longitude: -118.2359
n567kl_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0601, Longitude: -118.2355
n567kl_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0604, Longitude: -118.2352
n567kl_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0608, Longitude: -118.2349
n567kl_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0609, Longitude: -118.2347
n567kl_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0610, Longitude: -118.2344
n567kl_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0608, Longitude: -118.2349
n567kl_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0606, Longitude: -118.2350
n567kl_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0603, Longitude: -118.2354
n567kl_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0598, Longitude: -118.2358
n567kl_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0593, Longitude: -118.2361
n678st_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0526, Longitude: -118.2434
n678st_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2431
n678st_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0530, Longitude: -118.2428
n678st_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0533, Longitude: -118.2425
n678st_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0535, Longitude: -118.2422
n678st_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0538, Longitude: -118.2420
n678st_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0541, Longitude: -118.2418
n678st_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0543, Longitude: -118.2414
n678st_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0545, Longitude: -118.2410
n678st_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0547, Longitude: -118.2408
n678st_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0549, Longitude: -118.2407
n678st_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0550, Longitude: -118.2405
n678st_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0554, Longitude: -118.2403
n678st_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0555, Longitude: -118.2401
n678st_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0560, Longitude: -118.2398
n678st_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0561, Longitude: -118.2393
n678st_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0564, Longitude: -118.2391
n678st_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0567, Longitude: -118.2388
n678st_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0571, Longitude: -118.2387
n678st_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0576, Longitude: -118.2386
n678st_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0581, Longitude: -118.2381
n678st_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0584, Longitude: -118.2379
n678st_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0588, Longitude: -118.2377
n678st_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0589, Longitude: -118.2376
